From	To
Q9W1H5	FBgn0034921
P48604	FBgn0014877
Q4V424	FBgn0032626
Q9VK18	FBgn0032488
Q9W2Y5	FBgn0052685
Q9VYD4	FBgn0030483
Q7KLX3	FBgn0021795
Q24353	FBgn0011277
Q9W4I4	FBgn0011277
P48456	FBgn0010015
Q9VVH8	FBgn0036731
Q9XYM0	FBgn0024811
Q9V7A7	FBgn0034008
Q9I7K6	FBgn0037624
O61495	FBgn0013718
Q7KUK1	FBgn0013718
Q8SYQ0	FBgn0013718
Q8T0E0	FBgn0013718
Q9VUD7	FBgn0013718
O76934	FBgn0024958
Q9NFX3	FBgn0024958
Q9VCV4	FBgn0024958
Q9I7D3	FBgn0042134
Q9VD73	FBgn0015229
Q7KUB0	FBgn0001248
Q7KUB1	FBgn0001248
Q8IQA7	FBgn0001248
Q9VSI6	FBgn0001248
Q9VDD9	FBgn0038861
Q9VNB9	FBgn0037328
P55935	FBgn0010408
Q9VVE2	FBgn0036697
Q9VHK6	FBgn0037637
Q9VWM5	FBgn0030980
P23023	FBgn0000504
Q8T430	FBgn0038210
Q9VFM2	FBgn0038210
Q9VXX8	FBgn0030616
Q960X4	FBgn0026080
Q9VYM5	FBgn0030394
Q9VT65	FBgn0025866
Q8T0D1	FBgn0051457
Q7YTZ1	FBgn0002909
Q9VS48	FBgn0002909
Q8MS31	FBgn0085444
Q6NP07	FBgn0037344
Q9VNE0	FBgn0037344
P18491	FBgn0000575
A1Z9I8	FBgn0013733
A1Z9I9	FBgn0013733
A1Z9J0	FBgn0013733
A1Z9J1	FBgn0013733
A1Z9J2	FBgn0013733
A1Z9J3	FBgn0013733
O77291	FBgn0013733
O96936	FBgn0013733
Q7KAJ2	FBgn0013733
Q7KJN8	FBgn0013733
Q7KJN9	FBgn0013733
Q8MR19	FBgn0013733
Q9U479	FBgn0013733
O16797	FBgn0020910
Q24400	FBgn0014863
Q9W2Q7	FBgn0050295
Q9XYF4	FBgn0026404
Q9VH45	FBgn0037773
Q9VYC1	FBgn0030494
Q9NHV7	FBgn0040467
Q9W381	FBgn0040467
Q9W549	FBgn0029594
Q9VF05	FBgn0038389
P41094	FBgn0010411
P13097	FBgn0002633
Q8SXU5	FBgn0038419
Q9VEW5	FBgn0038419
Q9VIQ8	FBgn0032833
Q8IMU2	FBgn0039265
Q8SWX6	FBgn0039265
Q9VF68	FBgn0038334
Q8IMT8	FBgn0039269
Q9VBY7	FBgn0039269
P49963	FBgn0015298
Q9VSL0	FBgn0035902
Q9VWA8	FBgn0036964
Q9VZ03	FBgn0030290
Q9VGM5	FBgn0037910
P05303	FBgn0000557
Q95RV3	FBgn0034217
Q95RV2	FBgn0026257
Q9NHY8	FBgn0026257
Q6GV01	FBgn0040097
Q6GV06	FBgn0040097
Q9VR05	FBgn0031610
Q9VIY1	FBgn0032769
P09087	FBgn0000015
Q9U5W9	FBgn0028398
O46094	FBgn0023508
Q95R90	FBgn0023508
Q8MSB9	FBgn0026262
Q8T9I5	FBgn0026262
Q95RM4	FBgn0026262
Q9U1I0	FBgn0026262
Q9V4D4	FBgn0026262
Q9XZU7	FBgn0026262
Q8INQ3	FBgn0037615
Q8MZA9	FBgn0032632
Q9VJE7	FBgn0032632
Q9GYU8	FBgn0026207
Q9VKC5	FBgn0032400
O76927	FBgn0015521
Q9VC43	FBgn0040600
Q9Y1B2	FBgn0023180
Q9VWR0	FBgn0030952
Q9W4L6	FBgn0040905
Q9VUV8	FBgn0036547
Q9VXY0	FBgn0030615
Q9VI60	FBgn0040670
Q9VYF2	FBgn0030465
Q9VQD0	FBgn0031430
Q9VPH8	FBgn0036973
Q95TC0	FBgn0031497
Q9VQL1	FBgn0031497
P08181	FBgn0264492
Q9W3N7	FBgn0029971
Q9W0W6	FBgn0035092
Q8I930	FBgn0041150
Q8IGX6	FBgn0041150
Q9VR47	FBgn0041150
Q9Y163	FBgn0041150
Q9VXN2	FBgn0014391
Q9U3V9	FBgn0028974
Q7KT87	FBgn0086711
Q9VJQ7	FBgn0086711
Q24478	FBgn0000283
P40421	FBgn0265959
Q9VRT7	FBgn0035675
Q9W0G6	FBgn0035210
A1Z7N4	FBgn0033372
Q9VCI3	FBgn0039114
Q7K2B1	FBgn0033551
P02572	FBgn0000043
Q9VHT8	FBgn0037563
Q9VKV4	FBgn0032251
Q9W4U0	FBgn0029649
P45888	FBgn0011742
Q9VA18	FBgn0010808
Q9W483	FBgn0029799
Q9U4U2	FBgn0015221
Q9U7A3	FBgn0015221
Q9VA83	FBgn0015221
Q9VCZ7	FBgn0038977
Q9VN27	FBgn0037251
Q7K187	FBgn0030330
Q9VW02	FBgn0036878
Q9W512	FBgn0040900
O97477	FBgn0025885
Q7KMS3	FBgn0024196
Q5BIK5	FBgn0040837
Q9VS26	FBgn0040837
Q9VYJ3	FBgn0052647
Q8SXX8	FBgn0035545
Q9VR60	FBgn0031195
Q9VR63	FBgn0031195
P04755	FBgn0000038
Q9VR09	FBgn0031613
Q9VQW5	FBgn0031580
Q9VHK9	FBgn0037635
Q9VJC1	FBgn0032651
Q8MT23	FBgn0086710
Q9VJ19	FBgn0086710
P19967	FBgn0000406
P05527	FBgn0001269
Q4V3X2	FBgn0033285
Q9VQB9	FBgn0031423
Q9W4V3	FBgn0029639
Q9U6P7	FBgn0028400
Q9VS47	FBgn0035763
Q3YMU0	FBgn0033663
Q9VUK0	FBgn0036469
Q9VLL9	FBgn0040958
Q9VLR5	FBgn0015299
Q9VKV5	FBgn0032250
Q9V595	FBgn0033428
Q9V3Y7	FBgn0028526
Q8T8Q7	FBgn0032446
Q9VK67	FBgn0032446
Q06849	FBgn0004908
Q9VLV7	FBgn0031959
Q8MT06	FBgn0038473
Q9VNG0	FBgn0037359
Q9VBD2	FBgn0039444
Q9VMJ2	FBgn0031763
Q9XZT7	FBgn0026324
Q9VMX9	FBgn0031653
Q7KUT5	FBgn0036909
Q9VW41	FBgn0036909
Q9VUB8	FBgn0061515
Q9VJW5	FBgn0028847
P55830	FBgn0017545
Q9VLT7	FBgn0031980
Q9VMQ9	FBgn0000318
Q86BQ4	FBgn0031459
Q8STA5	FBgn0031459
Q9VMU0	FBgn0031684
Q7KVD1	FBgn0024277
Q7KY09	FBgn0024277
Q7YZA0	FBgn0024277
Q8IH76	FBgn0024277
Q8IRI4	FBgn0024277
Q8IRI5	FBgn0024277
Q8T987	FBgn0024277
Q9W0L0	FBgn0024277
Q9VCZ4	FBgn0038979
Q9VUZ8	FBgn0036580
Q9VBN5	FBgn0039359
Q24492	FBgn0010173
P48375	FBgn0013954
Q9VFX1	FBgn0038134
P21914	FBgn0014028
Q9VXX0	FBgn0030624
Q9VQE5	FBgn0031443
Q7KSA4	FBgn0038803
Q8MZ56	FBgn0038803
Q9I7I6	FBgn0038803
Q9VDL3	FBgn0038803
P20432	FBgn0001149
Q6NR46	FBgn0086532
Q8T9L3	FBgn0036990
Q9VPF6	FBgn0036990
Q9U5W4	FBgn0026196
Q9VM69	FBgn0026196
Q9V9P1	FBgn0032972
Q8T8S2	FBgn0034800
Q27241	FBgn0004591
Q9V576	FBgn0016078
Q9VYX1	FBgn0000618
Q9VH57	FBgn0037763
Q9VMA9	FBgn0051635
Q9VL69	FBgn0025700
Q7K4Z4	FBgn0013983
Q9NHG0	FBgn0013983
Q9VQI4	FBgn0031476
Q6NN40	FBgn0033457
Q8SX32	FBgn0032329
O96643	FBgn0015781
Q9V3F8	FBgn0015781
Q9W1I8	FBgn0034913
Q7JWU2	FBgn0033680
P54359	FBgn0014029
Q9W252	FBgn0034728
Q9VWX7	FBgn0030899
Q9W2X6	FBgn0028342
Q8T3L6	FBgn0036691
P29775	FBgn0005659
Q9VFI7	FBgn0038239
Q8IGA0	FBgn0027949
Q9U6R8	FBgn0027949
Q9VIT3	FBgn0027949
Q8IGP0	FBgn0039800
Q9VA42	FBgn0039800
Q9VB14	FBgn0027494
Q9VAE4	FBgn0051036
Q9VFN5	FBgn0038200
Q9VUE1	FBgn0036419
Q9VU35	FBgn0036334
Q9W0F0	FBgn0028567
A1Z6K7	FBgn0033069
Q9W2Q1	FBgn0020617
Q9VVT5	FBgn0036819
Q9XTL9	FBgn0004507
Q9VGV3	FBgn0037848
Q9W3T0	FBgn0029931
Q9W3K8	FBgn0029995
Q9VPT8	FBgn0015621
A1Z8D4	FBgn0033566
A1Z8D5	FBgn0033566
Q8MKK6	FBgn0033566
Q8IH13	FBgn0038487
Q9VF77	FBgn0038327
O96676	FBgn0026144
Q7KVU4	FBgn0026144
Q7KUB5	FBgn0035917
Q86BH5	FBgn0035917
Q86BH6	FBgn0035917
Q8IQB4	FBgn0035917
Q95S47	FBgn0035917
Q95TZ7	FBgn0035917
Q9VSN0	FBgn0035917
Q9VSN2	FBgn0035917
Q9VGP7	FBgn0037892
Q7KM15	FBgn0000181
Q9U9Q7	FBgn0000181
Q9VJB0	FBgn0032660
Q9XZF0	FBgn0026749
Q9W1V8	FBgn0010622
Q8SY88	FBgn0035046
Q9W125	FBgn0035046
Q8SYI9	FBgn0029718
Q9W4I3	FBgn0029718
O16158	FBgn0020907
Q9VBC6	FBgn0039449
P08736	FBgn0284245
Q9VML8	FBgn0031745
Q9VR87	FBgn0031103
Q9V853	FBgn0029006
Q9VLJ8	FBgn0032054
Q8MZB9	FBgn0031410
Q9VQA5	FBgn0031410
Q9VZF0	FBgn0035520
Q9VE78	FBgn0038612
Q9VCS4	FBgn0039038
Q7JZC9	FBgn0034523
P04412	FBgn0003731
P02828	FBgn0001233
Q7K0S9	FBgn0033782
Q9V9V7	FBgn0039861
Q9VMJ7	FBgn0031759
Q7KN79	FBgn0027525
Q9VSM9	FBgn0035918
Q9VCX7	FBgn0051156
A1ZBV0	FBgn0034514
Q24423	FBgn0005771
P52905	FBgn0015001
Q9VK39	FBgn0032472
Q9V3C7	FBgn0028429
Q95R45	FBgn0035471
Q9VZL3	FBgn0035471
P07184	FBgn0000357
Q9VRZ7	FBgn0035722
Q9VDF0	FBgn0038852
A1ZBM4	FBgn0034454
Q8T416	FBgn0032483
Q9VK23	FBgn0032483
Q7JVH6	FBgn0033101
Q9VJI9	FBgn0032597
Q5BID5	FBgn0036916
Q9VW53	FBgn0036916
Q9VU56	FBgn0040814
Q9TVQ5	FBgn0028683
Q86PF4	FBgn0038088
Q9VG23	FBgn0038088
Q9VZE4	FBgn0035526
Q8IQ92	FBgn0035829
Q9VSC4	FBgn0035829
Q9VFC1	FBgn0038299
P20439	FBgn0000405
Q9VZB5	FBgn0035550
Q8SY83	FBgn0034744
Q9W236	FBgn0034744
Q9VU58	FBgn0040813
Q9VN88	FBgn0037299
Q9VGV8	FBgn0037843
Q8T8T4	FBgn0032637
Q9VJD8	FBgn0032637
Q9VH77	FBgn0286506
Q5U176	FBgn0002543
Q9GPP7	FBgn0002543
Q9VQ08	FBgn0002543
Q8SYR8	FBgn0035533
Q95SC6	FBgn0035533
Q9VZD7	FBgn0035533
P22812	FBgn0003882
Q9VIM8	FBgn0032856
Q7K3C2	FBgn0034021
P07191	FBgn0002569
Q9VKB4	FBgn0032408
Q8MR68	FBgn0032814
Q9VIS9	FBgn0032814
P08645	FBgn0004636
Q9VZB1	FBgn0035554
Q04499	FBgn0003423
Q9W5E0	FBgn0025639
Q9W224	FBgn0034740
Q8T0F7	FBgn0037244
Q9VL18	FBgn0032198
P10090	FBgn0003996
Q7JNE1	FBgn0014269
Q7KYA8	FBgn0014269
Q7KYD3	FBgn0014269
Q8T0B1	FBgn0036090
Q24333	FBgn0013949
Q8IMV1	FBgn0013949
Q8SY52	FBgn0013949
A1Z9J8	FBgn0033887
Q7K209	FBgn0033735
Q7JZD5	FBgn0040465
Q9NHV5	FBgn0040465
Q9W1G4	FBgn0034931
Q9VQ77	FBgn0031391
Q9VUI0	FBgn0001120
Q9VSL3	FBgn0086348
Q9VQ40	FBgn0031361
Q9NH01	FBgn0086371
Q9VFW4	FBgn0086371
Q9NDR2	FBgn0028406
Q9V3H0	FBgn0028406
Q9VDW9	FBgn0038706
Q7KUW2	FBgn0052549
Q9VWV5	FBgn0052549
Q9VWV2	FBgn0052549
Q9VWV4	FBgn0052549
Q9W086	FBgn0035272
Q7KMG7	FBgn0028434
Q95S37	FBgn0028434
O16114	FBgn0015903
O17430	FBgn0015903
O44203	FBgn0015903
O61602	FBgn0015903
Q8MLR4	FBgn0015903
Q9W1M6	FBgn0015903
Q24050	FBgn0015359
Q9VMS9	FBgn0031693
Q8IGH0	FBgn0039450
Q8IMR3	FBgn0039450
Q8IMR4	FBgn0039450
Q8MTA2	FBgn0039450
Q9VBC5	FBgn0039450
Q9VJX3	FBgn0023407
Q9VMY3	FBgn0037213
A1Z9P3	FBgn0085408
Q9VGZ8	FBgn0037811
Q9VRK9	FBgn0004380
Q7K1L4	FBgn0033913
Q8MSM8	FBgn0041627
Q9I7M8	FBgn0041627
Q9NGX6	FBgn0041627
Q8T3S0	FBgn0038488
Q9I7J2	FBgn0038488
Q9VI25	FBgn0037447
Q8MQZ8	FBgn0052447
Q9VNZ5	FBgn0052447
Q9VZW1	FBgn0035390
Q9U1M3	FBgn0040385
Q9W4Y8	FBgn0040385
Q9VR04	FBgn0031609
P09089	FBgn0004053
Q9VMZ5	FBgn0037224
Q9VF18	FBgn0038377
Q9VF19	FBgn0038377
P06601	FBgn0003145
Q01070	FBgn0002735
Q9VGL2	FBgn0037922
Q9VHY5	FBgn0024909
Q9VG69	FBgn0038049
P46461	FBgn0000346
Q9W4X7	FBgn0029629
Q5BHV2	FBgn0030846
Q9VX43	FBgn0030846
Q9W2B7	FBgn0034670
Q7KRU0	FBgn0039790
Q8IMI0	FBgn0039790
Q961V3	FBgn0039790
Q9VA53	FBgn0039790
Q7JWG9	FBgn0033208
A1Z7U5	FBgn0033412
Q8SZV8	FBgn0028997
Q9U462	FBgn0028997
Q9VH94	FBgn0028997
O77228	FBgn0025676
Q8IRI7	FBgn0025676
Q9W0N3	FBgn0025676
Q9VI24	FBgn0037446
Q9VAY6	FBgn0039558
Q9VXA9	FBgn0030792
P92208	FBgn0000229
Q9VLX3	FBgn0031946
O46059	FBgn0023534
Q8MYW2	FBgn0023534
Q86DT5	FBgn0027052
Q86DT6	FBgn0027052
Q86DT7	FBgn0027052
Q86DT8	FBgn0027052
Q9XYW6	FBgn0027052
Q9V3J4	FBgn0024509
P52656	FBgn0013347
Q9VK43	FBgn0028965
Q9VXN3	FBgn0030699
Q02361	FBgn0004896
Q7KSF5	FBgn0038475
Q8IGL4	FBgn0038475
Q95SQ1	FBgn0038475
Q9VEN5	FBgn0038475
Q9VCF0	FBgn0039136
Q86BM5	FBgn0027932
Q8IPF5	FBgn0027932
Q8SY32	FBgn0027932
Q9U7E6	FBgn0027932
Q9U7E7	FBgn0027932
Q9VLL3	FBgn0027932
Q9W4R4	FBgn0029669
Q9VPY7	FBgn0031320
Q9VN36	FBgn0037260
A1Z8V2	FBgn0033702
Q8SX94	FBgn0033702
Q9W029	FBgn0041709
O17445	FBgn0028697
Q9VV32	FBgn0036608
Q9VU87	FBgn0086785
Q7K550	FBgn0027619
Q7JR96	FBgn0034265
Q8MSD9	FBgn0034265
Q9VTB0	FBgn0036096
Q9VP29	FBgn0037087
Q9Y0Y7	FBgn0027498
Q9VM22	FBgn0031904
Q8MU51	FBgn0036790
Q9VVQ1	FBgn0036790
Q9VJC7	FBgn0032646
Q9VU67	FBgn0036356
Q9VKV9	FBgn0032247
Q86NT6	FBgn0029812
Q9W470	FBgn0029812
Q9VQL2	FBgn0031498
Q9VBD6	FBgn0039440
Q9VRZ3	FBgn0035718
Q8MYW6	FBgn0039051
Q9VCR0	FBgn0039051
Q8T476	FBgn0052392
Q9VRY7	FBgn0052392
Q9VM71	FBgn0031868
Q8MSE5	FBgn0037617
Q8MT86	FBgn0037617
Q9VHM7	FBgn0037617
Q9VH48	FBgn0037770
Q9XZ68	FBgn0028970
Q9VJD4	FBgn0032640
Q9VQA6	FBgn0028570
A1Z8L7	FBgn0040503
Q7KUL3	FBgn0036441
Q9VCW1	FBgn0039006
Q8IGH9	FBgn0035601
Q8IQ53	FBgn0035601
Q8MSC5	FBgn0004618
Q9VRL1	FBgn0035601
Q9V447	FBgn0266449
Q9VAF2	FBgn0039712
Q9VKV6	FBgn0032249
Q23976	FBgn0011774
Q7JW27	FBgn0033692
Q9VX56	FBgn0030838
A1Z971	FBgn0033783
A1Z9V4	FBgn0033970
Q8SY73	FBgn0033970
Q9VRJ6	FBgn0035590
Q95TJ6	FBgn0038466
O18353	FBgn0013764
Q7KVG9	FBgn0013764
Q9VKD6	FBgn0032390
P19334	FBgn0003861
A9UN61	FBgn0032127
Q9VSJ8	FBgn0266667
A1Z7M0	FBgn0033358
Q8IGG4	FBgn0033358
Q9VPC0	FBgn0016696
Q86BR8	FBgn0038805
Q9VDL2	FBgn0038805
Q8MSS4	FBgn0039008
Q9VCV9	FBgn0039008
A1ZAU6	FBgn0034230
Q86PC5	FBgn0034230
Q95S44	FBgn0034230
P24156	FBgn0002031
Q7K2N1	FBgn0034487
Q8SXY2	FBgn0050502
Q7JYN3	FBgn0040060
Q9NIU1	FBgn0040060
Q9VRS4	FBgn0040060
Q7KT67	FBgn0028857
P0CG69	FBgn0003943
P15357	FBgn0003942
P18101	FBgn0003941
Q6AWM4	FBgn0039217
Q8IGT7	FBgn0039217
Q8IMV7	FBgn0039217
Q9VC50	FBgn0039217
Q24143	FBgn0015240
Q8T053	FBgn0014931
Q9W5X9	FBgn0031082
Q9VKN5	FBgn0032312
Q9VIY3	FBgn0032768
Q9W5W8	FBgn0031092
Q8SYK5	FBgn0031434
Q9W028	FBgn0035328
Q9VIY5	FBgn0051797
Q7K127	FBgn0034117
Q9U1H8	FBgn0029121
Q7K0L2	FBgn0030114
Q86BQ6	FBgn0030114
Q95TT9	FBgn0030114
Q9VD51	FBgn0266581
Q9VZU1	FBgn0035407
Q95RQ1	FBgn0035539
P23938	FBgn0002933
Q9VQS0	FBgn0031545
Q9VN31	FBgn0037255
Q8SWT8	FBgn0036428
Q8SXW5	FBgn0036428
Q9VUF3	FBgn0036428
M9MRI4	FBgn0051721
P41572	FBgn0004654
Q95R85	FBgn0034599
Q9W2K3	FBgn0034599
P49283	FBgn0011672
Q7KW14	FBgn0023531
Q9W0B3	FBgn0035251
Q8IQU2	FBgn0036900
Q9VW28	FBgn0036900
Q8MSD2	FBgn0036827
Q9VVU4	FBgn0036827
P40139	FBgn0010294
Q9VL93	FBgn0032140
Q9VF81	FBgn0038324
Q9VCI9	FBgn0039109
Q7JXF5	FBgn0034118
Q9VLP7	FBgn0032016
Q9VCE9	FBgn0039137
Q86B46	FBgn0030839
Q9VX51	FBgn0030839
Q95TE0	FBgn0035057
Q9W115	FBgn0035057
Q32KD2	FBgn0086908
P23758	FBgn0003130
Q8T0G4	FBgn0039994
Q9V719	FBgn0033935
Q9VVF7	FBgn0036713
Q9VXS4	FBgn0030665
Q7JR52	FBgn0026160
Q7KUE4	FBgn0026160
Q9VTB8	FBgn0026160
Q7KR04	FBgn0033555
Q9VP78	FBgn0037050
Q9VD47	FBgn0038931
P40688	FBgn0003655
Q24182	FBgn0020399
Q9VEX4	FBgn0020399
Q24407	FBgn0016119
Q7K2K2	FBgn0033990
Q8MZ12	FBgn0033990
Q9VXP4	FBgn0025809
Q9VRM7	FBgn0003486
Q49BK5	FBgn0004400
Q49BK6	FBgn0004400
Q49BK7	FBgn0004400
Q49BK8	FBgn0004400
Q49BK9	FBgn0004400
Q49BL1	FBgn0004400
Q49BL2	FBgn0004400
Q49BL4	FBgn0004400
Q49BL8	FBgn0004400
Q49BM0	FBgn0004400
Q7JXA8	FBgn0004400
A1Z6E6	FBgn0033015
Q7K3G5	FBgn0033015
Q8IGW8	FBgn0038251
Q8INF6	FBgn0038251
Q9VFH2	FBgn0038251
P40657	FBgn0005613
Q8SYN0	FBgn0040351
Q9NF73	FBgn0040351
Q9VQQ3	FBgn0031531
Q02637	FBgn0005638
Q7JUX5	FBgn0039049
Q9VCR2	FBgn0039049
Q4QQ01	FBgn0033467
Q9U1L4	FBgn0040345
Q9VF09	FBgn0038386
P20349	FBgn0001281
Q8MSI0	FBgn0030895
Q9VWY5	FBgn0030895
Q9V9V8	FBgn0039860
A1ZBU9	FBgn0034513
Q95R29	FBgn0051324
Q86P13	FBgn0030794
Q9VXA7	FBgn0030794
Q8IPI0	FBgn0031920
Q8T482	FBgn0031920
Q9VM05	FBgn0031920
Q7K5K3	FBgn0039635
Q8IGJ4	FBgn0039635
Q8IML6	FBgn0039635
Q7KVX1	FBgn0028325
Q7YU05	FBgn0028325
Q9W4H6	FBgn0028325
Q8WS79	FBgn0035849
Q9VSE9	FBgn0035849
Q9VMI5	FBgn0031769
Q9VMD5	FBgn0031815
Q9VJB3	FBgn0032658
A1ZBD9	FBgn0034392
A1ZBE0	FBgn0034392
Q9VHA8	FBgn0037718
Q7KTL4	FBgn0031878
Q7KTL5	FBgn0031878
Q8SZ50	FBgn0031878
Q9VM57	FBgn0031878
Q7K4I5	FBgn0031664
Q9V3C6	FBgn0040367
Q9VTZ7	FBgn0036301
A1ZBJ8	FBgn0034435
Q8IHB1	FBgn0034435
Q9VRQ6	FBgn0035643
Q9VIJ5	FBgn0032884
Q5BHV0	FBgn0036075
Q9VT87	FBgn0036075
Q8SXF0	FBgn0037529
Q9V3H2	FBgn0028694
Q7KNF2	FBgn0005648
Q9VNS0	FBgn0016034
Q24106	FBgn0003997
Q9W501	FBgn0027296
Q9VS67	FBgn0035780
Q9V3M9	FBgn0028902
Q24161	FBgn0015025
Q9VUU3	FBgn0015025
Q9VDP7	FBgn0038773
Q9VQ73	FBgn0031388
Q9VRX0	FBgn0035702
Q9VCR7	FBgn0039045
Q8SXU3	FBgn0034035
P23572	FBgn0004106
Q9V4E0	FBgn0039909
Q9VCT6	FBgn0039028
Q8I0Q7	FBgn0035497
Q8IRC2	FBgn0035497
Q95U18	FBgn0035497
Q9VZI4	FBgn0035497
Q9VZ54	FBgn0030247
Q8IN78	FBgn0051229
A1ZA22	FBgn0034029
Q8MPP2	FBgn0034029
Q8MSR4	FBgn0034029
Q9GQ88	FBgn0034029
Q9VMP0	FBgn0031724
Q9W461	FBgn0029820
P42278	FBgn0011555
Q7KB18	FBgn0034405
Q8SZM7	FBgn0034405
Q9VIP2	FBgn0032846
Q23993	FBgn0011817
Q23994	FBgn0011817
Q8IQ91	FBgn0011817
Q8T030	FBgn0011817
Q8T3Q8	FBgn0031849
Q8WSG8	FBgn0031849
Q9VM98	FBgn0031849
Q8T3R6	FBgn0036729
Q9VVH6	FBgn0036729
P35220	FBgn0010215
P27398	FBgn0003464
P56721	FBgn0001319
Q9VF93	FBgn0038316
Q8SYU0	FBgn0032101
Q9W457	FBgn0029823
Q9VYB1	FBgn0030500
Q7JVK8	FBgn0034362
O18384	FBgn0035414
Q960J7	FBgn0035414
Q5BI51	FBgn0033283
Q8SZX1	FBgn0035852
Q9VG93	FBgn0010043
Q6NR07	FBgn0035371
Q9VZX9	FBgn0035371
Q9VWW0	FBgn0265784
Q9VP40	FBgn0002842
Q9VG11	FBgn0038102
Q9VDS7	FBgn0038745
Q8IPQ6	FBgn0037329
Q9VNC0	FBgn0037329
Q0E9G3	FBgn0033224
Q9V9I2	FBgn0033041
O77023	FBgn0022768
Q9W4H8	FBgn0022768
Q24535	FBgn0004101
Q95U19	FBgn0031134
Q9VRC3	FBgn0031134
Q7JV69	FBgn0028983
Q24298	FBgn0003391
Q9W087	FBgn0035271
Q9VBU9	FBgn0039300
Q9VP16	FBgn0037099
Q9VLJ0	FBgn0032059
Q86LG2	FBgn0030844
Q86LG3	FBgn0030844
Q9VX46	FBgn0030844
Q9VKQ9	FBgn0032293
Q9VVJ7	FBgn0036745
Q9VEK1	FBgn0038509
Q9VL59	FBgn0032169
Q9VVU2	FBgn0036825
A1Z6S6	FBgn0022960
A1Z6S7	FBgn0022960
O44116	FBgn0022960
Q86LF4	FBgn0022960
Q8T996	FBgn0022960
Q9VBW9	FBgn0039283
Q7K0L4	FBgn0037094
Q8IQ85	FBgn0035761
Q9VS45	FBgn0035761
Q8T3L0	FBgn0030674
Q9VXR3	FBgn0030674
Q9V412	FBgn0028919
Q6NMT8	FBgn0033174
Q86P09	FBgn0033174
Q9VBX2	FBgn0039280
Q9W2P5	FBgn0034564
Q9VTW6	FBgn0036277
Q9VN78	FBgn0040684
Q9W3J8	FBgn0030004
Q9VY42	FBgn0030558
Q86BP7	FBgn0035405
Q8MYX0	FBgn0035405
Q9VZU3	FBgn0035405
Q7KRR5	FBgn0033050
Q9VRW4	FBgn0035696
Q24560	FBgn0284243
A1Z8M2	FBgn0033636
Q95T46	FBgn0033636
Q960I3	FBgn0033636
Q9BMQ0	FBgn0033636
Q9U1L6	FBgn0040358
Q8T426	FBgn0037398
Q9VNK8	FBgn0037398
O62527	FBgn0015803
Q8SYV1	FBgn0015803
Q9VIN1	FBgn0015803
P91672	FBgn0014135
Q9VDT9	FBgn0014135
Q7KUX2	FBgn0030796
Q8T0R6	FBgn0030796
Q9VXA5	FBgn0030796
Q9W3K6	FBgn0029997
Q9VBZ5	FBgn0039261
Q9VFJ2	FBgn0038234
Q9V4I0	FBgn0015038
Q7JVP2	FBgn0031047
P23696	FBgn0004177
Q9VZ82	FBgn0027085
Q8IRD5	FBgn0035437
Q9VZQ9	FBgn0035437
O76861	FBgn0024998
Q9VUC7	FBgn0013563
Q9VSS9	FBgn0035953
P40807	FBgn0013307
Q9VQF5	FBgn0031452
Q9VH38	FBgn0037778
Q9VHP3	FBgn0037602
Q7KSH7	FBgn0286071
Q8SXB0	FBgn0286071
O18683	FBgn0020622
Q7YU56	FBgn0052767
Q8T947	FBgn0052767
Q95RF1	FBgn0052767
Q9W4E8	FBgn0052767
O77059	FBgn0025680
Q7KF43	FBgn0003254
Q9VU88	FBgn0036376
O96639	FBgn0020304
Q8MRM4	FBgn0020304
Q9VPU3	FBgn0020304
P02515	FBgn0001223
Q9VPS0	FBgn0031270
Q9VU37	FBgn0036336
Q8IH93	FBgn0039767
Q95TR9	FBgn0039767
Q9VA79	FBgn0039767
Q9VL65	FBgn0032163
A1Z9P1	FBgn0033921
Q8IPA2	FBgn0032382
Q8SXL6	FBgn0035203
Q9W0H6	FBgn0035203
O46202	FBgn0020509
Q9VE12	FBgn0038672
O96433	FBgn0025455
Q9XZU1	FBgn0022213
Q9VFC2	FBgn0028984
Q8SZ53	FBgn0029608
Q9W503	FBgn0029608
Q03372	FBgn0000492
Q9VWR1	FBgn0030951
A1Z7G6	FBgn0033312
Q9VKQ5	FBgn0032297
Q960G9	FBgn0024250
Q9XTN4	FBgn0024250
Q9I7S2	FBgn0030511
Q961N7	FBgn0032242
Q9VKW5	FBgn0032242
Q9VYY8	FBgn0030300
Q9NFR7	FBgn0040080
Q9NH88	FBgn0040080
Q9VB22	FBgn0040080
Q95028	FBgn0001258
Q9VC06	FBgn0039252
Q95TF1	FBgn0032223
Q9BPQ1	FBgn0032223
Q9VKZ0	FBgn0032223
P25992	FBgn0005596
Q9VT49	FBgn0036044
Q9VJS6	FBgn0028844
Q8MSL9	FBgn0029501
Q9U484	FBgn0029501
Q9W164	FBgn0029501
Q3YNF8	FBgn0024314
Q9GUB1	FBgn0024314
Q9VPY2	FBgn0024314
Q7KMJ6	FBgn0027548
Q95SU9	FBgn0027548
Q9VZE8	FBgn0035522
Q9VEP1	FBgn0038471
Q9W420	FBgn0028982
Q9VCQ7	FBgn0039055
Q9VAA0	FBgn0039749
Q95TK0	FBgn0035617
Q9VRM6	FBgn0035617
Q24593	FBgn0023458
Q9W425	FBgn0023458
P10181	FBgn0003267
Q9GRX3	FBgn0008636
Q9W2P8	FBgn0008636
P22809	FBgn0004862
